,Conference,Year,Title,Novelty,Domain,Note
469,IEEE International Conference on Robotics and Automation,2020,OpenVINS: A Research Platform for Visual-Inertial Estimation,,,
470,IEEE International Conference on Robotics and Automation,2020,Decentralized Collaborative State Estimation for Aided Inertial Navigation,,,
471,IEEE International Conference on Robotics and Automation,2020,Analytic Combined IMU Integration (ACI2) For Visual Inertial Navigation,,,
472,IEEE International Conference on Robotics and Automation,2020,Second-order Kinematics for Floating-base Robots using the Redundant Acceleration Feedback of an Artificial Sensory Skin,,,
473,IEEE International Conference on Robotics and Automation,2020,Clock-based time synchronization for an event-based camera dataset acquisition platform,,,
474,IEEE International Conference on Robotics and Automation,2020,Model Predictive Impedance Control,,,
475,IEEE International Conference on Robotics and Automation,2020,Kinematic Modeling and Compliance Modulation of Redundant Manipulators Under Bracing Constraints,,,
476,IEEE International Conference on Robotics and Automation,2020,Successive Stiffness Increment and Time Domain Passivity Approach for Stable and High Bandwidth Control of Series Elastic Actuator,,,
477,IEEE International Conference on Robotics and Automation,2020,Arm-hand motion-force coordination for physical interactions with non-flat surfaces using dynamical systems: Toward compliant robotic massage,,,
478,IEEE International Conference on Robotics and Automation,2020,A Bio-Signal Enhanced Adaptive Impedance Controller for Lower Limb Exoskeleton,,,
479,IEEE International Conference on Robotics and Automation,2020,Differentiable Mapping Networks: Learning Structured Map Representations for Sparse Visual Localization,,,
480,IEEE International Conference on Robotics and Automation,2020,Attentive Task-Net: Self Supervised Task-Attention Network for Imitation Learning using Video Demonstration,,,
481,IEEE International Conference on Robotics and Automation,2020,OpenLORIS-Object: A Robotic Vision Dataset and Benchmark for Lifelong Deep Learning,,,
482,IEEE International Conference on Robotics and Automation,2020,Geometric Pretraining for Monocular Depth Estimation,,,
483,IEEE International Conference on Robotics and Automation,2020,Joint Rotation Angle Sensing of Flexible Endoscopic Surgical Robots,,,
484,IEEE International Conference on Robotics and Automation,2020,"Soft, Round, High Resolution Tactile Fingertip Sensors for Dexterous Robotic Manipulation",,,
485,IEEE International Conference on Robotics and Automation,2020,FootTile: a Rugged Foot Sensor for Force and Center of Pressure Sensing in Soft Terrain,,,
486,IEEE International Conference on Robotics and Automation,2020,Learning a Control Policy for Fall Prevention on an Assistive Walking Device,,,
487,IEEE International Conference on Robotics and Automation,2020,Assistive Force of a Belt-type Hip Assist Suit for Lifting the Swing Leg during Walking,,,
488,IEEE International Conference on Robotics and Automation,2020,Soft Pneumatic System for Interface Pressure Regulation and Automated Hands-Free Donning in Robotic Prostheses,,,
489,IEEE International Conference on Robotics and Automation,2020,Automated detection of soleus concentric contraction in variable gait conditions for improved exosuit control,,,
490,IEEE International Conference on Robotics and Automation,2020,Soft Sensing Shirt for Shoulder Kinematics Estimation,,,
491,IEEE International Conference on Robotics and Automation,2020,Motion Reasoning for Goal-Based Imitation Learning,,,
492,IEEE International Conference on Robotics and Automation,2020,Flexible online adaptation of learning strategy using EEG-based reinforcement signals in real-world robotic applications,,,
493,IEEE International Conference on Robotics and Automation,2020,Object-oriented Semantic Graph Based Natural Question Generation,,,
494,IEEE International Conference on Robotics and Automation,2020,Towards Safe Human-Robot Collaboration Using Deep Reinforcement Learning,,,
495,IEEE International Conference on Robotics and Automation,2020,Deep compositional robotic planners that follow natural language commands,,,
496,IEEE International Conference on Robotics and Automation,2020,Learning User Preferences from Corrections on State Lattices,,,
497,IEEE International Conference on Robotics and Automation,2020,Visual Servoing-based Navigation for Monitoring Row-Crop Fields,,,
498,IEEE International Conference on Robotics and Automation,2020,Optimal Routing Schedules for Robots Operating in Aisle-Structures,,,
499,IEEE International Conference on Robotics and Automation,2020,Time Optimal Motion Planning with ZMP Stability Constraint for Timber Manipulation,,,
500,IEEE International Conference on Robotics and Automation,2020,Push and Drag: An Active Obstacle Separation Method for Fruit Harvesting Robots,,,
501,IEEE International Conference on Robotics and Automation,2020,A Novel Calibration Method between a Camera and a 3D LiDAR with Infrared Images,,,
502,IEEE International Conference on Robotics and Automation,2020,Online Camera-LiDAR Calibration with Sensor Semantic Information,,,
503,IEEE International Conference on Robotics and Automation,2020,Precise 3D Calibration of Wafer Handling Robot by Visual Detection and Tracking of Elliptic-shape Wafers,,,
504,IEEE International Conference on Robotics and Automation,2020,Globally Optimal Relative Pose Estimation for Camera on a Selfie Stick,,,
505,IEEE International Conference on Robotics and Automation,2020,Online calibration of exterior orientations of a vehicle-mounted surround-view camera system,,,
506,IEEE International Conference on Robotics and Automation,2020,Learning Camera Miscalibration Detection,,,
507,IEEE International Conference on Robotics and Automation,2020,"Robotic General Parts Feeder: Bin-picking, Regrasping, and Kitting",,,
508,IEEE International Conference on Robotics and Automation,2020,"Planning, Learning and Reasoning Framework for Robot Truck Unloading",,,
509,IEEE International Conference on Robotics and Automation,2020,Evaluation of Perception Latencies in a Human-Robot Collaborative Environment,,,
510,IEEE International Conference on Robotics and Automation,2020,Assembly of randomly placed parts realized by using only one robot arm with a general parallel-jaw gripper,,,
511,IEEE International Conference on Robotics and Automation,2020,Bio-Inspired Distance Estimation using the Self-Induced Acoustic Signature of a Motor-Propeller System,,,
512,IEEE International Conference on Robotics and Automation,2020,A bio-inspired 3-DOF light-weight manipulator with tensegrity X-joints,,,
513,IEEE International Conference on Robotics and Automation,2020,The Lobster-inspired Antagonistic Actuation Mechanism Towards a Bending Module,,,
514,IEEE International Conference on Robotics and Automation,2020,Emulating duration and curvature of coral snake anti-predator thrashing behaviors using a soft-robotic platform,,,
515,IEEE International Conference on Robotics and Automation,2020,Directional Mechanical Impedance of the Human Ankle During Standing with Active Muscles,,,
516,IEEE International Conference on Robotics and Automation,2020,Contact Surface Estimation via Haptic Perception,,,
517,IEEE International Conference on Robotics and Automation,2020,Local Policy Optimization for Trajectory-Centric Reinforcement Learning,,,
518,IEEE International Conference on Robotics and Automation,2020,Automatic Snake Gait Generation Using Model Predictive Control,,,
519,IEEE International Conference on Robotics and Automation,2020,On-board Deep-learning-based Unmanned Aerial Vehicle Fault Cause Detection and Identification,,,
520,IEEE International Conference on Robotics and Automation,2020,GOMP: Grasp-Optimized Motion Planning for Bin Picking,,,
521,IEEE International Conference on Robotics and Automation,2020,Motion Planning and Task Allocation for a Jumping Rover Team,,,
522,IEEE International Conference on Robotics and Automation,2020,Active 3D Modeling via Online Multi-View Stereo,,,
523,IEEE International Conference on Robotics and Automation,2020,Reoriented Short-Cuts (RSC): An Adjustment Method for Locally Optimal Path Short-Cutting in High DoF Configuration Spaces,,,
524,IEEE International Conference on Robotics and Automation,2020,Learning Resilient Behaviors for Navigation Under Uncertainty,,,
525,IEEE International Conference on Robotics and Automation,2020,Nonlinear Vector-Projection Control for Agile Fixed-Wing Unmanned Aerial Vehicles,,,
526,IEEE International Conference on Robotics and Automation,2020,Adaptive Nonlinear Control of Fixed-Wing VTOL with Airflow Vector Sensing,,,
527,IEEE International Conference on Robotics and Automation,2020,The Reconfigurable Aerial Robotic Chain: Modeling and Control,,,
528,IEEE International Conference on Robotics and Automation,2020,Direct Acceleration Feedback Control of Quadrotor Aerial Vehicles,,,
529,IEEE International Conference on Robotics and Automation,2020,Trajectory Tracking Nonlinear Model Predictive Control for an Overactuated MAV,,,
530,IEEE International Conference on Robotics and Automation,2020,Optimal Oscillation Damping Control of cable-Suspended Aerial Manipulator with a Single IMU Sensor,,,
531,IEEE International Conference on Robotics and Automation,2020,TUNERCAR: A Superoptimization Toolchain for Autonomous Racing,,,
532,IEEE International Conference on Robotics and Automation,2020,Risk Assessment and Planning with Bidirectional Reachability for Autonomous Driving,,,
533,IEEE International Conference on Robotics and Automation,2020,Game theoretic decision making based on real sensor data for autonomous vehicles’ maneuvers in high traffic,,,
534,IEEE International Conference on Robotics and Automation,2020,Driving in Dense Traffic with Model-Free Reinforcement Learning,,,
535,IEEE International Conference on Robotics and Automation,2020,Enhancing Game-Theoretic Autonomous Car Racing Using Control Barrier Functions,,,
536,IEEE International Conference on Robotics and Automation,2020,SPRINT: Subgraph Place Recognition for INtelligent Transportation,,,
537,IEEE International Conference on Robotics and Automation,2020,OneShot Global Localization: Instant LiDAR-Visual Pose Estimation,,,
538,IEEE International Conference on Robotics and Automation,2020,Gershgorin Loss Stabilizes the Recurrent Neural Network Compartment of an End-to-end Robot Learning Scheme,,,
539,IEEE International Conference on Robotics and Automation,2020,Mini-Batched Online Incremental Learning Through Supervisory Teleoperation with Kinesthetic Coupling,,,
540,IEEE International Conference on Robotics and Automation,2020,Recurrent Neural Network Control of a Hybrid Dynamical Transfemoral Prosthesis with EdgeDRNN Accelerator,,,
541,IEEE International Conference on Robotics and Automation,2020,Cross-context Visual Imitation Learning from Demonstrations,,,
542,IEEE International Conference on Robotics and Automation,2020,Improving Generalisation in Learning Assistance by Demonstration for Smart Wheelchairs,,,
543,IEEE International Conference on Robotics and Automation,2020,Analyzing the Suitability of Cost Functions for Explaining and Imitating Human Driving Behavior based on Inverse Reinforcement Learning,,,
544,IEEE International Conference on Robotics and Automation,2020,Magnetic Sensor Based Topographic Localization for Automatic Dislocation of Ingested Button Battery,,,
545,IEEE International Conference on Robotics and Automation,2020,A Fully Actuated Body-Mounted Robotic Assistant for MRI-Guided Low Back Pain Injection,,,
546,IEEE International Conference on Robotics and Automation,2020,Fault Tolerant Control in Shape-Changing Internal Robots,,,
547,IEEE International Conference on Robotics and Automation,2020,Evaluation of Increasing Camera Baseline on Depth Perception in Surgical Robotics,,,
548,IEEE International Conference on Robotics and Automation,2020,Toward Autonomous Robotic Micro-Suturing using Optical Coherence Tomography Calibration and Path Planning,,,
549,IEEE International Conference on Robotics and Automation,2020,Improved Multiple Objects Tracking based Autonomous Simultaneous Magnetic Actuation & Localization for WCE,,,
550,IEEE International Conference on Robotics and Automation,2020,Probe-before-step walking strategy for multi-legged robots on terrain with risk of collapse,,,
551,IEEE International Conference on Robotics and Automation,2020,Representing Multi-Robot Structure through Multimodal Graph Embedding for the Selection of Robot Teams,,,
552,IEEE International Conference on Robotics and Automation,2020,MAMS-A: Multi-Agent Multi-Scale A,,,
553,IEEE International Conference on Robotics and Automation,2020,Connectivity Maintenance: Global and Optimized approach through Control Barrier Functions,,,
554,IEEE International Conference on Robotics and Automation,2020,Controller Synthesis for Infinitesimally Shape-Similar Formations,,,
555,IEEE International Conference on Robotics and Automation,2020,A Distributed Source Term Estimation Algorithm for Multi-Robot Systems,,,
556,IEEE International Conference on Robotics and Automation,2020,Weighted Buffered Voronoi Cells for Distributed Semi-Cooperative Behavior,,,
557,IEEE International Conference on Robotics and Automation,2020,Learning to Control Reconfigurable Staged Soft Arms,,,
558,IEEE International Conference on Robotics and Automation,2020,Modeling and Analysis of SMA Actuator Embedded in Stretchable Coolant Vascular Pursuing Artificial Muscles,,,
559,IEEE International Conference on Robotics and Automation,2020,"Grasping Unknown Objects by Coupling Deep Reinforcement Learning, Generative Adversarial Networks, and Visual Servoing",,,
560,IEEE International Conference on Robotics and Automation,2020,Incorporating Motion Planning Feasibility Considerations during Task-Agent Assignment to Perform Complex Tasks Using Mobile Manipulators,,,
561,IEEE International Conference on Robotics and Automation,2020,Learning to Scaffold the Development of Robotic Manipulation Skills,,,
562,IEEE International Conference on Robotics and Automation,2020,Online Replanning in Belief Space for Partially Observable Task and Motion Problems,,,
563,IEEE International Conference on Robotics and Automation,2020,A Code for Unscented Kalman Filtering on Manifolds (UKF-M),,,
564,IEEE International Conference on Robotics and Automation,2020,Efficient and precise sensor fusion for non-linear systems with out-of-sequence measurements by example of mobile robotics,,,
565,IEEE International Conference on Robotics and Automation,2020,UNO: Uncertainty-aware Noisy-Or Multimodal Fusion for Unanticipated Input Degradation,,,
566,IEEE International Conference on Robotics and Automation,2020,Intermittent GPS-aided VIO: Online Initialization and Calibration,,,
567,IEEE International Conference on Robotics and Automation,2020,A Mathematical Framework for IMU Error Propagation with Applications to Preintegration,,,
568,IEEE International Conference on Robotics and Automation,2020,Radar-Inertial Ego-Velocity Estimation for Visually Degraded Environments,,,
569,IEEE International Conference on Robotics and Automation,2020,Position-based Impedance Control of a 2-DOF Compliant Manipulator for a Facade Cleaning Operation,,,
570,IEEE International Conference on Robotics and Automation,2020,"Robust, Locally Guided Peg-in-Hole using Impedance-Controlled Robots",,,
571,IEEE International Conference on Robotics and Automation,2020,Design of Spatial Admittance for Force-Guided Assembly of Polyhedral Parts in Single Point Frictional Contact,,,
572,IEEE International Conference on Robotics and Automation,2020,Characterisation of Self-locking High-contraction Electro-ribbon Actuators,,,
573,IEEE International Conference on Robotics and Automation,2020,"Helically Wrapped Supercoiled Polymer (HW-SCP) Artificial Muscles: Design, Characterization, and Modeling",,,
574,IEEE International Conference on Robotics and Automation,2020,"A Variable Stiffness Soft Continuum Robot Based on Pre-charged Air, Particle Jamming, and Origami",,,
575,IEEE International Conference on Robotics and Automation,2020,SwarmRail: A Novel Overhead Robot System for Indoor Transport and Mobile Manipulation,,,
576,IEEE International Conference on Robotics and Automation,2020,Fast Local Planning and Mapping in Unknown Off-Road Terrain,,,
577,IEEE International Conference on Robotics and Automation,2020,Scaled Autonomy: Enabling Human Operators to Control Robot Fleets,,,
578,IEEE International Conference on Robotics and Automation,2020,An Actor-Critic Approach for Legible Robot Motion Planner,,,
579,IEEE International Conference on Robotics and Automation,2020,Intuitive 3D Control of a Quadrotor in User Proximity with Pointing Gestures,,,
580,IEEE International Conference on Robotics and Automation,2020,"Joint Inference of States, Robot Knowledge, and Human (False-)Beliefs",,,
581,IEEE International Conference on Robotics and Automation,2020,Audiovisual cognitive architecture for autonomous learning of face localisation by a Humanoid Robot,,,
582,IEEE International Conference on Robotics and Automation,2020,Planetary Rover Exploration Combining Remote and In Situ Measurements for Active Spectroscopic Mapping,,,
583,IEEE International Conference on Robotics and Automation,2020,Magnetic Docking Mechanism for Free-flying Space Robots with Spherical Surfaces,,,
584,IEEE International Conference on Robotics and Automation,2020,Barefoot Rover: a Sensor-Embedded Rover Wheel Demonstrating In-Situ Engineering and Science Extractions using Machine Learning,,,
585,IEEE International Conference on Robotics and Automation,2020,Deep Learning for Spacecraft Pose Estimation from Photorealistic Rendering,,,
586,IEEE International Conference on Robotics and Automation,2020,Concurrent Parameter Identification and Control for Free-Floating Robotic Systems During On-Orbit Servicing,,,
587,IEEE International Conference on Robotics and Automation,2020,A Dual Quaternion-Based Discrete Variational Approach for Accurate and Online Inertial Parameter Estimation in Free-Flying obots,,,
588,IEEE International Conference on Robotics and Automation,2020,Unified Intrinsic and Extrinsic Camera and LiDAR Calibration under Uncertainties,,,
589,IEEE International Conference on Robotics and Automation,2020,AC/DCC : Accurate Calibration of Dynamic Camera Clusters for Visual SLAM,,,
590,IEEE International Conference on Robotics and Automation,2020,Analytic Plane Covariances Construction for Precise Planarity-based Extrinsic Calibration of Camera and LiDAR,,,
591,IEEE International Conference on Robotics and Automation,2020,An End-Effector Wrist Module for the Kinematically Redundant Manipulation of Arm-Type Robots,,,
592,IEEE International Conference on Robotics and Automation,2020,Online Trajectory Planning for an Industrial Tractor Towing Multiple Full Trailers,,,
593,IEEE International Conference on Robotics and Automation,2020,A Bio-Inspired Transportation Network for Scalable Swarm Foraging,,,
594,IEEE International Conference on Robotics and Automation,2020,Stance Control Inspired by Cerebellum Stabilizes Reflex-Based Locomotion on HyQ Robot,,,
595,IEEE International Conference on Robotics and Automation,2020,Error estimation and correction in a spiking neural network for map formation in neuromorphic hardware,,,
596,IEEE International Conference on Robotics and Automation,2020,Adaptive Visual Shock Absorber with Visual-based Maxwell Model Using a Magnetic Gear,,,
597,IEEE International Conference on Robotics and Automation,2020,Slip-Based Nonlinear Recursive Backstepping Path Following Controller for Autonomous Ground Vehicles,,,
598,IEEE International Conference on Robotics and Automation,2020,Fast and Safe Path-Following Control using a State-Dependent Directional Metric,,,
599,IEEE International Conference on Robotics and Automation,2020,Backlash-Compensated Active Disturbance Rejection Control of Nonlinear Multi-Input Series Elastic Actuators,,,
600,IEEE International Conference on Robotics and Automation,2020,On Generalized Homogenization of Linear Quadrotor Controller,,,
601,IEEE International Conference on Robotics and Automation,2020,In-Hand Object Pose Tracking via Contact Feedback and GPU-Accelerated Robotic Simulation,,,
602,IEEE International Conference on Robotics and Automation,2020,"Robust, Occlusion-aware Pose Estimation for Objects Grasped by Adaptive Hands",,,
603,IEEE International Conference on Robotics and Automation,2020,Robust 6D Object Pose Estimation by Learning RGB-D Features,,,
604,IEEE International Conference on Robotics and Automation,2020,Split Deep Q-Learning for Robust Object Singulation,,,
605,IEEE International Conference on Robotics and Automation,2020,6-DOF Grasping for Target-driven Object Manipulation in Clutter,,,
606,IEEE International Conference on Robotics and Automation,2020,Single Shot 6D Object Pose Estimation,,,
607,IEEE International Conference on Robotics and Automation,2020,MulRan: Multimodal Range Dataset for Urban Place Recognition,,,
608,IEEE International Conference on Robotics and Automation,2020,GPO: Global Plane Optimization for Fast and Accurate Monocular SLAM Initialization,,,
609,IEEE International Conference on Robotics and Automation,2020,Large-Scale Volumetric Scene Reconstruction using LiDAR,,,
610,IEEE International Conference on Robotics and Automation,2020,Topological Mapping for Manhattan-like Repetitive Environments,,,
611,IEEE International Conference on Robotics and Automation,2020,Robust RGB-D Camera Tracking using Optimal Key-frame Selection,,,
612,IEEE International Conference on Robotics and Automation,2020,Aggressive Online Control of a Quadrotor via Deep Network Representations of Optimality Principles,,,
613,IEEE International Conference on Robotics and Automation,2020,Refined Analysis of Asymptotically-Optimal Kinodynamic Planning in the State-Cost Space,,,
614,IEEE International Conference on Robotics and Automation,2020,Robust quadcopter control with artificial vector fields,,,
615,IEEE International Conference on Robotics and Automation,2020,Simulation-Based Reinforcement Learning for Real-World Autonomous Driving,,,
616,IEEE International Conference on Robotics and Automation,2020,Driving Style Encoder: Situational Reward Adaptation for General-Purpose Planning in Automated Driving,,,
617,IEEE International Conference on Robotics and Automation,2020,Analysis and Prediction of Pedestrian Crosswalk Behavior during Automated Vehicle Interactions,,,
618,IEEE International Conference on Robotics and Automation,2020,The Oxford Radar RobotCar Dataset: A Radar Extension to the Oxford RobotCar Dataset,,,
619,IEEE International Conference on Robotics and Automation,2020,Multi-modal Experts Network for Autonomous Driving,,,
620,IEEE International Conference on Robotics and Automation,2020,Localising PMDs through CNN Based Perception of Urban Streets,,,
621,IEEE International Conference on Robotics and Automation,2020,Hybrid Localization using Model- and Learning-Based Methods: Fusion of Monte Carlo and E2E Localizations via Importance Sampling,,,
622,IEEE International Conference on Robotics and Automation,2020,Visual Localization with Google Earth Images for Robust Global Pose Estimation of UAVs,,,
623,IEEE International Conference on Robotics and Automation,2020,Adaptive Curriculum Generation from Demonstrations for Sim-to-Real Visuomotor Control,,,
624,IEEE International Conference on Robotics and Automation,2020,Accept Synthetic Objects as Real: End-to-End Training of Attentive Deep Visuomotor Policies for Manipulation in Clutter,,,
625,IEEE International Conference on Robotics and Automation,2020,Learning of Exception Strategies in Assembly Tasks,,,
626,IEEE International Conference on Robotics and Automation,2020,An Open-Source Framework for Rapid Development of Interactive Soft-Body Simulations for Real-Time Training,,,
627,IEEE International Conference on Robotics and Automation,2020,Towards 5-DoF Control of an Untethered Magnetic Millirobot via MRI Gradient Coils,,,
628,IEEE International Conference on Robotics and Automation,2020,Balance of Humanoid Robots in a Mix of Fixed and Sliding Multi-Contact Scenarios,,,
629,IEEE International Conference on Robotics and Automation,2020,Fast Whole-Body Motion Control of Humanoid Robots with Inertia Constraints,,,
630,IEEE International Conference on Robotics and Automation,2020,SL1M: Sparse L1-norm Minimization for contact planning on uneven terrain,,,
631,IEEE International Conference on Robotics and Automation,2020,Finding Locomanipulation Plans Quickly in the Locomotion Constrained Manifold,,,
632,IEEE International Conference on Robotics and Automation,2020,Force-based Control of Bipedal Balancing on Dynamic Terrain with the,,,
633,IEEE International Conference on Robotics and Automation,2020,Dense r-robust formations on lattices,,,
634,IEEE International Conference on Robotics and Automation,2020,Optimizing Topologies for Probabilistically Secure Multi-Robot Systems,,,
635,IEEE International Conference on Robotics and Automation,2020,Efficient Communication in Large Multi-robot Networks,,,
636,IEEE International Conference on Robotics and Automation,2020,"CyPhyHouse: A programming, simulation, and deployment toolchain for heterogeneous distributed coordination",,,
637,IEEE International Conference on Robotics and Automation,2020,Chance Constrained Simultaneous Path Planning and Task Assignment for Multiple Robots with Stochastic Path Costs,,,
638,IEEE International Conference on Robotics and Automation,2020,Optimal Topology Selection for Stable Coordination of Asymmetrically Interacting Multi-Robot Systems,,,
639,IEEE International Conference on Robotics and Automation,2020,Non-Prehensile Manipulation in Clutter with Human-In-The-Loop,,,
640,IEEE International Conference on Robotics and Automation,2020,PuzzleFlex: kinematic motion of chains with loose joints,,,
641,IEEE International Conference on Robotics and Automation,2020,Accurate Vision-based Manipulation through Contact Reasoning,,,
642,IEEE International Conference on Robotics and Automation,2020,A Probabilistic Framework for Constrained Manipulations and Task and Motion Planning under Uncertainty,,,
643,IEEE International Conference on Robotics and Automation,2020,Planning with Selective Physics-based Simulation for Manipulation Among Movable Objects,,,
644,IEEE International Conference on Robotics and Automation,2020,Hybrid Differential Dynamic Programming for Planar Manipulation Primitives,,,
645,IEEE International Conference on Robotics and Automation,2020,"Deep Depth Fusion for Black, Transparent, Reflective and Texture-Less Objects",,,
646,IEEE International Conference on Robotics and Automation,2020,LiDAR-enhanced Structure-from-Motion,,,
647,IEEE International Conference on Robotics and Automation,2020,Low Latency And Low-Level Sensor Fusion For Automotive Use-Cases,,,
648,IEEE International Conference on Robotics and Automation,2020,Robot-Assisted and Wearable Sensor-Mediated Autonomous Gait Analysis§,,,
649,IEEE International Conference on Robotics and Automation,2020,A Control Framework Definition to Overcome Position/Interaction Dynamics Uncertainties in Force-Controlled Tasks,,,
650,IEEE International Conference on Robotics and Automation,2020,Identification of Compliant Contact Parameters and Admittance Force Modulation on a Non-stationary Compliant Surface,,,
651,IEEE International Conference on Robotics and Automation,2020,Force Adaptation in Contact Tasks with Dynamical Systems,,,
652,IEEE International Conference on Robotics and Automation,2020,Weakly Supervised Silhouette-based Semantic Scene Change Detection,,,
653,IEEE International Conference on Robotics and Automation,2020,3DCFS: Fast and Robust Joint 3D Semantic-Instance Segmentation via Coupled Feature Selection,,,
654,IEEE International Conference on Robotics and Automation,2020,Who2com: Collaborative Perception via Learnable Handshake Communication,,,
655,IEEE International Conference on Robotics and Automation,2020,Comparing View-Based and Map-Based Semantic Labelling in Real-Time SLAM,,,
656,IEEE International Conference on Robotics and Automation,2020,Generative Modeling of Environments with Scene Grammars and Variational Inference,,,
657,IEEE International Conference on Robotics and Automation,2020,SHOP-VRB: A Visual Reasoning Benchmark for Object Perception,,,
658,IEEE International Conference on Robotics and Automation,2020,Sensorization of a Continuum Body Gripper for High Force and Delicate Object Grasping,,,
659,IEEE International Conference on Robotics and Automation,2020,A Soft Gripper with Retractable Nails for Advanced Grasping and Manipulation,,,
660,IEEE International Conference on Robotics and Automation,2020,Real-time Continuous Hand Motion Myoelectric Decoding by Automated Data Labeling,,,
661,IEEE International Conference on Robotics and Automation,2020,Towards Proactive Navigation: A Pedestrian-Vehicle Cooperation Based Behavioral Model,,,
662,IEEE International Conference on Robotics and Automation,2020,Studying Navigation as a Form of Interaction: a Design Approach for Social Robot Navigation Methods,,,
663,IEEE International Conference on Robotics and Automation,2020,Robot Plan Model Generation and Execution with Natural Language Interface,,,
664,IEEE International Conference on Robotics and Automation,2020,Mapless Navigation among Dynamics with Social-safety-awareness: a reinforcement learning approach from 2D laser scans,,,
665,IEEE International Conference on Robotics and Automation,2020,Steering Control of Magnetic Helical Swimmers in Swirling Flows due to Confinement,,,
666,IEEE International Conference on Robotics and Automation,2020,Sim2real gap is non-monotonic with robot complexity for morphology-in-the-loop flapping wing design,,,
667,IEEE International Conference on Robotics and Automation,2020,A Linearized Model for an Ornithopter in Gliding Flight: Experiments and Simulations,,,
668,IEEE International Conference on Robotics and Automation,2020,Towards biomimicry of a bat-style perching maneuver on structures: the manipulation of inertial dynamics,,,
669,IEEE International Conference on Robotics and Automation,2020,Bioinspired object motion filters as the basis of obstacle negotiation in micro aerial systems,,,
670,IEEE International Conference on Robotics and Automation,2020,"ARCSnake: An Archimedes’ Screw-Propelled, Reconfigurable Serpentine Robot for Complex Environments",,,
671,IEEE International Conference on Robotics and Automation,2020,GPR-based Subsurface Object Detection and Reconstruction Using Random Motion and DepthNet,,,
672,IEEE International Conference on Robotics and Automation,2020,Real-time Stereo Visual Servoing for Rose Pruning with Robotic Arm,,,
673,IEEE International Conference on Robotics and Automation,2020,Slip-Limiting Controller for Redundant Line-Suspended Robots: Application to LineRanger,,,
674,IEEE International Conference on Robotics and Automation,2020,Interval Search Genetic Algorithm Based on Trajectory to Solve Inverse Kinematics of Redundant Manipulators and Its Application,,,
675,IEEE International Conference on Robotics and Automation,2020,Analytical Expressions of Serial Manipulator Jacobians and their High-Order Derivatives based on Lie Theory,,,
676,IEEE International Conference on Robotics and Automation,2020,Inverse Kinematics for Serial Kinematic Chains via Sum of Squares Optimization,,,
677,IEEE International Conference on Robotics and Automation,2020,Multi-task closed-loop inverse kinematics stability through semidefinite programming,,,
678,IEEE International Conference on Robotics and Automation,2020,Securing Industrial Operators with Collaborative Robots: Simulation and Experimental Validation for a Carpentry task,,,
679,IEEE International Conference on Robotics and Automation,2020,Learning Shape-based Representation for Visual Localization in Extremely Changing Conditions,,,
680,IEEE International Conference on Robotics and Automation,2020,Trajectory Planning with Safety Guaranty for a Multirotor based on the Forward and Backward Reachability Analysis,,,
681,IEEE International Conference on Robotics and Automation,2020,A Hamilton-Jacobi Reachability-Based Framework for Predicting and Analyzing Human Motion for Safe Planning,,,
682,IEEE International Conference on Robotics and Automation,2020,Enhancing Privacy in Robotics via Judicious Sensor Selection,,,
683,IEEE International Conference on Robotics and Automation,2020,Robust Model Predictive Shielding for Safe Reinforcement Learning with Stochastic Dynamics,,,
684,IEEE International Conference on Robotics and Automation,2020,Segregation of Heterogeneous Swarms of Robots in Curves,,,
685,IEEE International Conference on Robotics and Automation,2020,"A Fast, Accurate, and Scalable Probabilistic Sample-Based Approach for Counting Swarm Size",,,
686,IEEE International Conference on Robotics and Automation,2020,Bayes Bots: Collective Bayesian Decision-Making in Decentralized Robot Swarms,,,
687,IEEE International Conference on Robotics and Automation,2020,Supervisory Control of Robot Swarms Using Public Events,,,
688,IEEE International Conference on Robotics and Automation,2020,Automatic tool for Gazebo world construction: from a grayscale image to a 3D solid model,,,
689,IEEE International Conference on Robotics and Automation,2020,A ROS Gazebo plugin to simulate ARVA sensors,,,
690,IEEE International Conference on Robotics and Automation,2020,Is That a Chair? Imagining Affordances Using Simulations of an Articulated Human Body,,,
691,IEEE International Conference on Robotics and Automation,2020,Toward Sim-to-Real Directional Semantic Grasping,,,
692,IEEE International Conference on Robotics and Automation,2020,Inferring the Material Properties of Granular Media for Robotic Tasks,,,
693,IEEE International Conference on Robotics and Automation,2020,KETO: Learning Keypoint Representations for Tool Manipulation,,,
694,IEEE International Conference on Robotics and Automation,2020,Learning to See before Learning to Act: Visual Pre-training for Manipulation,,,
695,IEEE International Conference on Robotics and Automation,2020,Contact-based in-hand pose estimation using Bayesian state estimation and particle filtering,,,
696,IEEE International Conference on Robotics and Automation,2020,A Single Multi-Task Deep Neural Network with Post-Processing for Object Detection with Reasoning and Robotic Grasp Detection,,,
697,IEEE International Conference on Robotics and Automation,2020,Practical Persistence Reasoning in Visual SLAM,,,
698,IEEE International Conference on Robotics and Automation,2020,FlowFusion: Dynamic Dense RGB-D SLAM Based on Optical Flow,,,
699,IEEE International Conference on Robotics and Automation,2020,Uncertainty Quantification with Statistical Guarantees in End-to-End Autonomous Driving Control,,,
700,IEEE International Conference on Robotics and Automation,2020,Autonomously Navigating a Surgical Tool Inside the Eye by Learning from Demonstration,,,
