,Conference,Year,Title,Novelty,Domain,Note
675,IEEE International Conference on Robotics and Automation,2021,Preference-Based Learning for User-Guided HZD Gait Generation on Bipedal Walking Robots,,,
676,IEEE International Conference on Robotics and Automation,2021,Reinforcement Learning for Robust Parameterized Locomotion Control of Bipedal Robots,,,
677,IEEE International Conference on Robotics and Automation,2021,Online Dynamic Time Warping Algorithm for Human-Robot Imitation,,,
678,IEEE International Conference on Robotics and Automation,2021,Investigation of Multiple Resource Theory Design Principles on Robot Teleoperation and Workload Management,,,
679,IEEE International Conference on Robotics and Automation,2021,Time-Domain Passivity-based Controller with an Optimal Two-channel Lawrence Telerobotic Architecture,,,
680,IEEE International Conference on Robotics and Automation,2021,Can Therapists Design Robot-Mediated Interventions and Teleoperate Robots Using VR to Deliver Interventions for ASD?,,,
681,IEEE International Conference on Robotics and Automation,2021,A Low-cost Intrinsically Safe Mechanism for Physical Distancing Between Clinicians and Patients,,,
682,IEEE International Conference on Robotics and Automation,2021,Collaborative Fall Detection using a Wearable Device and a Companion Robot,,,
683,IEEE International Conference on Robotics and Automation,2021,Intermittent Visual Servoing: Efficiently Learning Policies Robust to Instrument Changes for High-precision Surgical Manipulation,,,
684,IEEE International Conference on Robotics and Automation,2021,Crawling Support Using Wearable SuperLimbs: Human-Robot Synchronization and Metabolic Cost Assessment,,,
685,IEEE International Conference on Robotics and Automation,2021,ROIAL: Region of Interest Active Learning for Characterizing Exoskeleton Gait Preference Landscapes,,,
686,IEEE International Conference on Robotics and Automation,2021,Control of a Transfemoral Prosthesis on Sloped Terrain using Continuous and Nonlinear Impedance Parameters,,,
687,IEEE International Conference on Robotics and Automation,2021,Model-Dependent Prosthesis Control with Interaction Force Estimation,,,
688,IEEE International Conference on Robotics and Automation,2021,End-to-end grasping policies for human-in-the-loop robots via deep reinforcement learning,,,
689,IEEE International Conference on Robotics and Automation,2021,Situational Confidence Assistance for Lifelong Shared Autonomy,,,
690,IEEE International Conference on Robotics and Automation,2021,Recognizing Orientation Slip in Human Demonstrations,,,
691,IEEE International Conference on Robotics and Automation,2021,Aggregating Long-Term Context for Learning Laparoscopic and Robot-Assisted Surgical Workflows,,,
692,IEEE International Conference on Robotics and Automation,2021,A Safe Hierarchical Planning Framework for Complex Driving Scenarios based on Reinforcement Learning,,,
693,IEEE International Conference on Robotics and Automation,2021,Behavior Planning at Urban Intersections through Hierarchical Reinforcement Learning,,,
694,IEEE International Conference on Robotics and Automation,2021,Collision Avoidance in Tightly-Constrained Environments without Coordination: a Hierarchical Control Approach,,,
695,IEEE International Conference on Robotics and Automation,2021,Zero-Potential-Energy Motions due to Stiffness in Impedance Control of Robotic Tasks: an Innovative Theory and Experimental Study,,,
696,IEEE International Conference on Robotics and Automation,2021,No-frills Dynamic Planning using Static Planners,,,
697,IEEE International Conference on Robotics and Automation,2021,PCMPC: Perception-Constrained Model Predictive Control for Quadrotors with Suspended Loads using a Single Camera and IMU,,,
698,IEEE International Conference on Robotics and Automation,2021,Learning Agile Locomotion Skills with a Mentor,,,
699,IEEE International Conference on Robotics and Automation,2021,Automating Behavior Selection for Affective Telepresence Robot,,,
700,IEEE International Conference on Robotics and Automation,2021,Fast Path Computation using Lattices in the Sensor-Space for Forest Navigation,,,
701,IEEE International Conference on Robotics and Automation,2021,Hierarchical Object Map Estimation for Efficient and Robust Navigation,,,
702,IEEE International Conference on Robotics and Automation,2021,Robot Navigation in Constrained Pedestrian Environments using Reinforcement Learning,,,
703,IEEE International Conference on Robotics and Automation,2021,Team Assignment for Heterogeneous Multi-Robot Sensor Coverage through Graph Representation Learning,,,
704,IEEE International Conference on Robotics and Automation,2021,GPR-based Model Reconstruction System for Underground Utilities Using GPRNet,,,
705,IEEE International Conference on Robotics and Automation,2021,Replay Overshooting: Learning Stochastic Latent Dynamics with the Extended Kalman Filter,,,
706,IEEE International Conference on Robotics and Automation,2021,Freyja: A Full Multirotor System for Agile & Precise Outdoor Flights,,,
707,IEEE International Conference on Robotics and Automation,2021,Optimizing Part Placement for Improving Accuracy of Robot-Based Additive Manufacturing,,,
708,IEEE International Conference on Robotics and Automation,2021,Automated Mosquito Salivary Gland Extractor for PfSPZ-based Malaria Vaccine Production,,,
709,IEEE International Conference on Robotics and Automation,2021,An Artin Braid Group Representation of Knitting Machine State with Applications to Validation and Optimization of Fabrication Plans,,,
710,IEEE International Conference on Robotics and Automation,2021,Discriminative Asymmetric Learning for Efficient Surgical Instrument Parsing,,,
711,IEEE International Conference on Robotics and Automation,2021,One to Many: Adaptive Instrument Segmentation via Meta Learning and Dynamic Online Adaptation in Robotic Surgical Video,,,
712,IEEE International Conference on Robotics and Automation,2021,Target-targeted Domain Adaptation for Unsupervised Semantic Segmentation,,,
713,IEEE International Conference on Robotics and Automation,2021,Point Cloud Segmentation via Edge-fused Local Graph Learning,,,
714,IEEE International Conference on Robotics and Automation,2021,Tightly-Coupled Multi-Sensor Fusion for Localization with LiDAR Feature Maps,,,
715,IEEE International Conference on Robotics and Automation,2021,Greedy-Based Feature Selection for Efficient LiDAR SLAM,,,
716,IEEE International Conference on Robotics and Automation,2021,Retrieval and Localization with Observation Constraints,,,
717,IEEE International Conference on Robotics and Automation,2021,An integrated approach for determining objects to be relocated and their goal positions inside clutter for object retrieval,,,
718,IEEE International Conference on Robotics and Automation,2021,A Hybrid Position/Force Controller for Joint Robots,,,
719,IEEE International Conference on Robotics and Automation,2021,DIMSAN: Fast Exploration with the Synergy between Density-based Intrinsic Motivation and Self-adaptive Action Noise,,,
720,IEEE International Conference on Robotics and Automation,2021,Design and Testing of a Damped Piezo-Driven Decoupled XYZ Stage,,,
721,IEEE International Conference on Robotics and Automation,2021,"Innovative Design and Simulation of a Transformable Robot with Flexibility and Versatility, RHex-T3",,,
722,IEEE International Conference on Robotics and Automation,2021,A Variable Stiffness Actuator Based on Second-order Lever Mechanism and Its Manipulator Integration,,,
723,IEEE International Conference on Robotics and Automation,2021,Robot Motion Planning with Human-Like Motion Patterns based on Human Arm Movement Primitive Chains,,,
724,IEEE International Conference on Robotics and Automation,2021,A Model-Free Synchronous Control of Humanoid Robot Finger,,,
725,IEEE International Conference on Robotics and Automation,2021,Generalized Point Set Registration with the Kent Distribution,,,
726,IEEE International Conference on Robotics and Automation,2021,Self-Supervised Learning for Monocular Depth Estimation on Minimally Invasive Surgery Scenes,,,
727,IEEE International Conference on Robotics and Automation,2021,Reciprocally Rotating Magnetic Actuation and Automatic Trajectory Following for Wireless Capsule Endoscopy,,,
728,IEEE International Conference on Robotics and Automation,2021,Reduced Dynamics and Control for an Autonomous Bicycle,,,
729,IEEE International Conference on Robotics and Automation,2021,Balance Control of a Novel Wheel-legged Robot: Design and Experiments,,,
730,IEEE International Conference on Robotics and Automation,2021,RGB Matters: Learning 7-DoF Grasp Poses on Monocular RGBD Images,,,
731,IEEE International Conference on Robotics and Automation,2021,Hybrid Vision/Force Control for Interaction with the Bottle-like Object,,,
732,IEEE International Conference on Robotics and Automation,2021,REGNet: REgion-based Grasp Network for End-to-end Grasp Detection in Point Clouds,,,
733,IEEE International Conference on Robotics and Automation,2021,Elevation control of a soft jumping robot,,,
734,IEEE International Conference on Robotics and Automation,2021,A Soft-Rigid Air-Propelled Pipe-Climbing Robot,,,
735,IEEE International Conference on Robotics and Automation,2021,Mechanical Intelligence for Adaptive Precision Grasp,,,
736,IEEE International Conference on Robotics and Automation,2021,Hierarchical Learning from Demonstrations for Long-Horizon Tasks,,,
737,IEEE International Conference on Robotics and Automation,2021,Pylot: A Modular Platform for Exploring Latency-Accuracy Tradeoffs in Autonomous Vehicles,,,
738,IEEE International Conference on Robotics and Automation,2021,Decentralized Circle Formation Control for Fish-like Robots in the Real-world via Reinforcement Learning,,,
739,IEEE International Conference on Robotics and Automation,2021,Distributed Rendezvous Control of Networked Uncertain Robotic Systems with Bearing Measurements,,,
740,IEEE International Conference on Robotics and Automation,2021,Multi-Parameter Optimization for a Robust RGB-D SLAM System,,,
741,IEEE International Conference on Robotics and Automation,2021,Invariant EKF based 2D Active SLAM with Exploration Task,,,
742,IEEE International Conference on Robotics and Automation,2021,MRPB 1.0: A Unified Benchmark for the Evaluation of Mobile Robot Local Planning Approaches,,,
743,IEEE International Conference on Robotics and Automation,2021,Belief Space Partitioning for Symbolic Motion Planning,,,
744,IEEE International Conference on Robotics and Automation,2021,Anticipatory Planning and Dynamic Lost Person Models for Human-Robot Search and Rescue,,,
745,IEEE International Conference on Robotics and Automation,2021,IMU Data Processing For Inertial Aided Navigation: A Recurrent Neural Network Based Approach,,,
746,IEEE International Conference on Robotics and Automation,2021,Highly Efficient Line Segment Tracking with an IMU-KLT Prediction and a Convex Geometric Distance Minimization,,,
747,IEEE International Conference on Robotics and Automation,2021,Robust localization for planar moving robot in changing environment: A perspective on density of correspondence and depth,,,
748,IEEE International Conference on Robotics and Automation,2021,IMU/Vehicle Calibration and Integrated Localization for Autonomous Driving,,,
749,IEEE International Conference on Robotics and Automation,2021,Developing of A Rigid-Compliant Finger Joint Exoskeleton Using Topology Optimization Method,,,
750,IEEE International Conference on Robotics and Automation,2021,"SpringExo, a spring-based exoskeleton for providing knee assistance: Design, Characterization and Feasibility Study",,,
751,IEEE International Conference on Robotics and Automation,2021,Robust Motion Averaging under Maximum Correntropy Criterion,,,
752,IEEE International Conference on Robotics and Automation,2021,Robust Semantic Map Matching Algorithm Based on Probabilistic Registration Model,,,
753,IEEE International Conference on Robotics and Automation,2021,Accurate and Robust Scale Recovery for Monocular Visual Odometry Based on Plane Geometry,,,
754,IEEE International Conference on Robotics and Automation,2021,Viko: An Adaptive Gecko Gripper with Vision-based Tactile Sensor,,,
755,IEEE International Conference on Robotics and Automation,2021,POIS: Policy-Oriented Instance Segmentation for Ambidextrous Robot Picking,,,
756,IEEE International Conference on Robotics and Automation,2021,Thrust Enhancement of Wave-driven Unmanned Surface Vehicle by using Asymmetric Foil,,,
757,IEEE International Conference on Robotics and Automation,2021,Conquering Textureless with RF-referenced Monocular Vision for MAV State Estimation,,,
758,IEEE International Conference on Robotics and Automation,2021,Control of an Aerial Manipulator Using a Quadrotor with a Replaceable Robotic Arm,,,
759,IEEE International Conference on Robotics and Automation,2021,A Real-Time Multi-Task Framework for Guidewire Segmentation and Endpoint Localization in Endovascular Interventions,,,
760,IEEE International Conference on Robotics and Automation,2021,Towards Adjoint Sensing and Acting Schemes and Interleaving Task Planning for Robust Robot Plan,,,
761,IEEE International Conference on Robotics and Automation,2021,Autonomous Multi-View Navigation via Deep Reinforcement Learning,,,
762,IEEE International Conference on Robotics and Automation,2021,A Multi-spectral Dataset for Evaluating Motion Estimation Systems,,,
763,IEEE International Conference on Robotics and Automation,2021,PicoVO: A Lightweight RGB-D Visual Odometry Targeting Resource-Constrained IoT Devices,,,
764,IEEE International Conference on Robotics and Automation,2021,3D Surfel Map-Aided Visual Relocalization with Learned Descriptors,,,
765,IEEE International Conference on Robotics and Automation,2021,Vision-based Path Following of Snake-like Robots,,,
766,IEEE International Conference on Robotics and Automation,2021,Configuration Transformation of the Wheel-Legged Robot Using Inverse Dynamics Control,,,
767,IEEE International Conference on Robotics and Automation,2021,A Passive Hydraulic Auxiliary System Designed for Increasing Legged Robot Payload and Efficiency,,,
768,IEEE International Conference on Robotics and Automation,2021,Legged Robot State Estimation in Slippery Environments Using Invariant Extended Kalman Filter with Velocity Update,,,
769,IEEE International Conference on Robotics and Automation,2021,Multi-target Coverage with Connectivity Maintenance using Knowledge-incorporated Policy Framework,,,
770,IEEE International Conference on Robotics and Automation,2021,SMMR-Explore: SubMap-based Multi-Robot Exploration System with Multi-robot Multi-target Potential Field Exploration Method,,,
771,IEEE International Conference on Robotics and Automation,2021,Multi-objective Conflict-based Search for Multi-agent Path Finding,,,
772,IEEE International Conference on Robotics and Automation,2021,Remote-Center-of-Motion Recommendation toward Brain Needle Intervention Using Deep Reinforcement Learning,,,
773,IEEE International Conference on Robotics and Automation,2021,Autonomous Navigation of an Ultrasound Probe Towards Standard Scan Planes with Deep Reinforcement Learning,,,
774,IEEE International Conference on Robotics and Automation,2021,A Knowledge-Based Fast Motion Planning Method Through Online Environmental Feature Learning,,,
775,IEEE International Conference on Robotics and Automation,2021,Modeling and Control of an Untethered Magnetic Gripper,,,
776,IEEE International Conference on Robotics and Automation,2021,A Flexible Magnetic Field Mapping Model For Calibration of Magnetic Manipulation System,,,
777,IEEE International Conference on Robotics and Automation,2021,Dynamic tracking for microrobot with active magnetic sensor array,,,
778,IEEE International Conference on Robotics and Automation,2021,Design and Experimental Validation of a Robotic System for Reactor Core Detector Removal,,,
779,IEEE International Conference on Robotics and Automation,2021,Accurate and Robust Stereo Direct Visual Odometry for Agricultural Environment,,,
780,IEEE International Conference on Robotics and Automation,2021,A Cascaded LiDAR-Camera Fusion Network for Road Detection,,,
781,IEEE International Conference on Robotics and Automation,2021,"Design and Analysis of a Novel Lightweight, Versatile Soft-rigid Robot",,,
782,IEEE International Conference on Robotics and Automation,2021,Kinetostatics for variable cross-section continuum manipulators,,,
783,IEEE International Conference on Robotics and Automation,2021,Numerical Simulation of an Untethered Omni-Directional Star-Shaped Swimming Robot,,,
784,IEEE International Conference on Robotics and Automation,2021,NeuralSim: Augmenting Differentiable Simulators with Neural Networks,,,
785,IEEE International Conference on Robotics and Automation,2021,Continuous Transition: Improving Sample Efficiency for Continuous Control Problems via MixUp,,,
786,IEEE International Conference on Robotics and Automation,2021,Effective Crash Recovery of Robot Software Programs in ROS,,,
787,IEEE International Conference on Robotics and Automation,2021,Point Set Registration With Semantic Region Association Using Cascaded Expectation Maximization,,,
788,IEEE International Conference on Robotics and Automation,2021,A Flexible and Efficient Loop Closure Detection Based on Motion Knowledge,,,
789,IEEE International Conference on Robotics and Automation,2021,A Light-Weight Semantic Map for Visual Localization towards Autonomous Driving,,,
790,IEEE International Conference on Robotics and Automation,2021,Visual Semantic Localization based on HD Map for Autonomous Vehicles in Urban Scenarios,,,
791,IEEE International Conference on Robotics and Automation,2021,Hybrid Bird?™s-Eye Edge Based Semantic Visual SLAM for Automated Valet Parking,,,
792,IEEE International Conference on Robotics and Automation,2021,Collaborative Visual Inertial SLAM for Multiple Smart Phones,,,
793,IEEE International Conference on Robotics and Automation,2021,MS: A New Exact Algorithm for Multi-agent Simultaneous Multi-goal Sequencing and Path Finding,,,
794,IEEE International Conference on Robotics and Automation,2021,Inertial Aided 3D LiDAR SLAM with Hybrid Geometric Primitives in Large-scale Environments,,,
795,IEEE International Conference on Robotics and Automation,2021,Prediction-Based Reachability for Collision Avoidance in Autonomous Driving,,,
796,IEEE International Conference on Robotics and Automation,2021,Lane-free Autonomous Intersection Management: A Batch-processing Framework Integrating Reservation-based and Planning-based Methods,,,
797,IEEE International Conference on Robotics and Automation,2021,Pheromone-Diffusion-based Conscientious Reactive Path Planning for Road Network Persistent Surveillance,,,
798,IEEE International Conference on Robotics and Automation,2021,MDANet: Multi-Modal Deep Aggregation Network for Depth Completion,,,
799,IEEE International Conference on Robotics and Automation,2021,GPR: Grasp Pose Refinement Network for Cluttered Scenes,,,
800,IEEE International Conference on Robotics and Automation,2021,Contour Primitive of Interest Extraction Network Based on One-Shot Learning for Object-Agnostic Vision Measurement,,,
801,IEEE International Conference on Robotics and Automation,2021,Magnetically-Connected Modular Reconfigurable Mini-robotic System with Bilateral Isokinematic Mapping and Fast On-site Assembly towards Minimally Invasive Procedures,,,
802,IEEE International Conference on Robotics and Automation,2021,Reinforcement Learning Control of A Novel Magnetic Actuated Flexible-joint Robotic Camera System for Single Incision Laparoscopic Surgery,,,
803,IEEE International Conference on Robotics and Automation,2021,Muscular stimulation based biological actuator from locust?™s hindleg,,,
804,IEEE International Conference on Robotics and Automation,2021,An Efficient Parallel Self-assembly Planning Algorithm for Modular Robots in Environments with Obstacles,,,
805,IEEE International Conference on Robotics and Automation,2021,Multi-robot Informative Path Planning using a Leader-Follower Architecture,,,
806,IEEE International Conference on Robotics and Automation,2021,Tightly-Coupled Perception and Navigation of Heterogeneous Land-Air Robots in Complex Scenarios,,,
807,IEEE International Conference on Robotics and Automation,2021,Proactive Action Visual Residual Reinforcement Learning for Contact-Rich Tasks Using a Torque-Controlled Robot,,,
808,IEEE International Conference on Robotics and Automation,2021,ParametricNet: 6DoF Pose Estimation Network for Parametric Shapes in Stacked Scenarios,,,
809,IEEE International Conference on Robotics and Automation,2021,Optimal Online Dispatch for High-Capacity Shared Autonomous Mobility-on-Demand Systems,,,
810,IEEE International Conference on Robotics and Automation,2021,An Improved Magnetic Spot Navigation for Replacing the Barcode Navigation in Automated Guided Vehicles,,,
811,IEEE International Conference on Robotics and Automation,2021,ADTrack: Target-Aware Dual Filter Learning for Real-Time Anti-Dark UAV Tracking,,,
812,IEEE International Conference on Robotics and Automation,2021,Mutation Sensitive Correlation Filter for Real-Time UAV Tracking with Adaptive Hybrid Label,,,
813,IEEE International Conference on Robotics and Automation,2021,Siamese Anchor Proposal Network for High-Speed Aerial Tracking,,,
814,IEEE International Conference on Robotics and Automation,2021,Modeling Affect-based Intrinsic Rewards for Exploration and Learning,,,
815,IEEE International Conference on Robotics and Automation,2021,A Multi-Level Network for Human Pose Estimation,,,
816,IEEE International Conference on Robotics and Automation,2021,Open-set Intersection Intention Prediction for Autonomous Driving,,,
817,IEEE International Conference on Robotics and Automation,2021,A general elimination strategy for camera motion estimation,,,
818,IEEE International Conference on Robotics and Automation,2021,Group Feature Learning and Domain Adversarial Neural Network for aMCI Diagnosis System Based on EEG,,,
819,IEEE International Conference on Robotics and Automation,2021,Line-based Automatic Extrinsic Calibration of LiDAR and Camera,,,
820,IEEE International Conference on Robotics and Automation,2021,RIL: Riemannian Incremental Learning of the Inertial Properties of the Robot Body Schema,,,
821,IEEE International Conference on Robotics and Automation,2021,Two-stream 2D/3D Residual Networks for Learning Robot Manipulations from Human Demonstration Videos,,,
822,IEEE International Conference on Robotics and Automation,2021,Waypoints updating based on Adam and ILC for path learning in physical human-robot interaction,,,
823,IEEE International Conference on Robotics and Automation,2021,A Graph Attention Spatio-temporal Convolutional Network for 3D Human Pose Estimation in Video,,,
824,IEEE International Conference on Robotics and Automation,2021,Micro Robotic Manipulation System for the Force Stimulation of Muscle Fiber-like Cell Structure,,,
825,IEEE International Conference on Robotics and Automation,2021,A Versatile Vision-Pheromone-Communication Platform for Swarm Robotics,,,
826,IEEE International Conference on Robotics and Automation,2021,3D Periodic Magnetic Servoing System for Microrobot Actuation Using Decoupled Asynchronous Repetitive Control Approach,,,
827,IEEE International Conference on Robotics and Automation,2021,Efficient Heuristic Generation for Robot Path Planning with Recurrent Generative Model,,,
828,IEEE International Conference on Robotics and Automation,2021,Scalable Coverage Path Planning of Multi-Robot Teams for Monitoring Non-Convex Areas,,,
829,IEEE International Conference on Robotics and Automation,2021,Time and Energy Optimized Trajectory Generation for Multi-Agent Constellation Changes,,,
830,IEEE International Conference on Robotics and Automation,2021,Towards an Online RRT-based Path Planning Algorithm for Ackermann-steering Vehicles,,,
831,IEEE International Conference on Robotics and Automation,2021,Three-dimensional Positioning of the Micropipette for Intracytoplasmic Sperm Injection,,,
832,IEEE International Conference on Robotics and Automation,2021,Robotic Cardinal Vein Microinjection of Zebrafish Larvae Based on 3D Positioning,,,
833,IEEE International Conference on Robotics and Automation,2021,A Bipolar Myoelectric Sensor-Enabled Human-Machine Interface Based On Spinal Module Activations,,,
834,IEEE International Conference on Robotics and Automation,2021,Enhancement for Robustness of Koopman Operator-based Data-driven Mobile Robotic Systems,,,
835,IEEE International Conference on Robotics and Automation,2021,Collision Risk Assessment and Obstacle Avoidance Control for Autonomous Sailing Robots,,,
836,IEEE International Conference on Robotics and Automation,2021,MSTC??Multi-robot Coverage Path Planning under Physical Constrain,,,
837,IEEE International Conference on Robotics and Automation,2021,Impact Mitigation for Dynamic Legged Robots with Steel Wire Transmission Using Nonlinear Active Compliance Control,,,
838,IEEE International Conference on Robotics and Automation,2021,Robust Improvement in 3D Object Landmark Inference for Semantic Mapping,,,
839,IEEE International Conference on Robotics and Automation,2021,YOLOStereo3D: A Step Back to 2D for Efficient Stereo 3D Detection,,,
840,IEEE International Conference on Robotics and Automation,2021,Sliding Mode Control of the Semi-active Hover Backpack Based on the Bioinspired Skyhook Damper Model,,,
841,IEEE International Conference on Robotics and Automation,2021,Fast Light Show Design Platform for K-12 Children,,,
842,IEEE International Conference on Robotics and Automation,2021,Autonomous Overtaking in Gran Turismo Sport Using Curriculum Reinforcement Learning,,,
843,IEEE International Conference on Robotics and Automation,2021,An MR Safe Rotary Encoder Based on Eccentric Sheave and FBG Sensors,,,
844,IEEE International Conference on Robotics and Automation,2021,Elastic and Efficient LiDAR Reconstruction for Large-Scale Exploration Tasks,,,
845,IEEE International Conference on Robotics and Automation,2021,KFS-LIO: Key-Feature Selection for Lightweight Lidar Inertial Odometry,,,
846,IEEE International Conference on Robotics and Automation,2021,CamVox: A Low-cost and Accurate Lidar-assisted Visual SLAM System,,,
847,IEEE International Conference on Robotics and Automation,2021,PSF-LO: Parameterized Semantic Features Based Lidar Odometry,,,
848,IEEE International Conference on Robotics and Automation,2021,Relational Navigation Learning in Continuous Action Space among Crowds,,,
849,IEEE International Conference on Robotics and Automation,2021,Limits of Probabilistic Safety Guarantees when Considering Human Uncertainty,,,
850,IEEE International Conference on Robotics and Automation,2021,Probabilistic Human Motion Prediction via A Bayesian Neural Network,,,
851,IEEE International Conference on Robotics and Automation,2021,Directed Acyclic Graph Neural Network for Human Motion Prediction,,,
852,IEEE International Conference on Robotics and Automation,2021,Tracking Partially-Occluded Deformable Objects while Enforcing Geometric Constraints,,,
853,IEEE International Conference on Robotics and Automation,2021,Online Recommendation-based Convolutional Features for Scale-Aware Visual Tracking,,,
854,IEEE International Conference on Robotics and Automation,2021,Exploiting Probabilistic Siamese Visual Tracking with a Conditional Variational Autoencoder,,,
855,IEEE International Conference on Robotics and Automation,2021,Toward intraoperative endomicroscopy with a GPU-accelerated deformable video mosaicking algorithm,,,
856,IEEE International Conference on Robotics and Automation,2021,Cutting Depth Compensation Based on Milling Acoustic Signal for Robotic-Assisted Laminectomy,,,
857,IEEE International Conference on Robotics and Automation,2021,UMLE: Unsupervised Multi-discriminator Network for Low Light Enhancement,,,
858,IEEE International Conference on Robotics and Automation,2021,Unsupervised Learning of 3D Scene Flow from Monocular Camera,,,
859,IEEE International Conference on Robotics and Automation,2021,Deep3DRanker: A Novel Framework for Learning to Rank 3D Models with Self-Attention in Robotic Vision,,,
860,IEEE International Conference on Robotics and Automation,2021,FGR: Frustum-Aware Geometric Reasoning for Weakly Supervised 3D Vehicle Detection,,,
861,IEEE International Conference on Robotics and Automation,2021,"Towards Collision Detection, Localization and Force Estimation for a Soft Cable-driven Robot Manipulator",,,
862,IEEE International Conference on Robotics and Automation,2021,Kinematic analysis of a flexible surgical instrument for robot-assisted minimally invasive surgery,,,
863,IEEE International Conference on Robotics and Automation,2021,ENCODE: a dEep poiNt Cloud ODometry nEtwork,,,
864,IEEE International Conference on Robotics and Automation,2021,CodeVIO: Visual-Inertial Odometry with Learned Optimizable Dense Depth,,,
865,IEEE International Conference on Robotics and Automation,2021,Lifelong Localization in Semi-Dynamic Environment,,,
866,IEEE International Conference on Robotics and Automation,2021,Deep Online Correction for Monocular Visual Odometry,,,
867,IEEE International Conference on Robotics and Automation,2021,Direct Sparse Stereo Visual-Inertial Global Odometry,,,
868,IEEE International Conference on Robotics and Automation,2021,Adversarially-trained Hierarchical Feature Extractor for Vehicle Re-identification,,,
869,IEEE International Conference on Robotics and Automation,2021,VIC-Net: Voxelization Information Compensation Network for Point Cloud 3D Object Detection,,,
870,IEEE International Conference on Robotics and Automation,2021,Semantic Reinforced Attention Learning for Visual Place Recognition,,,
871,IEEE International Conference on Robotics and Automation,2021,Towards Efficient Multiview Object Detection with Adaptive Action Prediction,,,
872,IEEE International Conference on Robotics and Automation,2021,Learning a Geometric Representation for Data-Efficient Depth Estimation via Gradient Field and Contrastive Loss,,,
873,IEEE International Conference on Robotics and Automation,2021,Stereo-augmented Depth Completion from a Single RGB-LiDAR image,,,
874,IEEE International Conference on Robotics and Automation,2021,PENet: Towards Precise and Efficient Image Guided Depth Completion,,,
875,IEEE International Conference on Robotics and Automation,2021,"Probabilistic 3D Multi-Modal, Multi-Object Tracking for Autonomous Driving",,,
876,IEEE International Conference on Robotics and Automation,2021,AVGCN: Trajectory Prediction using Graph Convolutional Networks Guided by Human Attention,,,
877,IEEE International Conference on Robotics and Automation,2021,Attentional-GCNN: Adaptive Pedestrian Trajectory Prediction towards Generic Autonomous Vehicle Use Cases,,,
878,IEEE International Conference on Robotics and Automation,2021,Spatial Graph Regularized Multi-kernel Subtask Cross-correlation Tracker,,,
879,IEEE International Conference on Robotics and Automation,2021,A Large-Scale Dataset for Benchmarking Elevator Button Segmentation and Character Recognition,,,
880,IEEE International Conference on Robotics and Automation,2021,Neighborhood Spatial Aggregation based Efficient Uncertainty Estimation for Point Cloud Semantic Segmentation,,,
881,IEEE International Conference on Robotics and Automation,2021,S3Net: 3D LiDAR Sparse Semantic Segmentation Network,,,
882,IEEE International Conference on Robotics and Automation,2021,VID-Fusion: Robust Visual-Inertial-Dynamics Odometry for Accurate External Force Estimation,,,
883,IEEE International Conference on Robotics and Automation,2021,LIRO: Tightly Coupled Lidar-Inertia-Ranging Odometry,,,
884,IEEE International Conference on Robotics and Automation,2021,Verbal Focus-of-Attention System for Learning-from-Observation,,,
885,IEEE International Conference on Robotics and Automation,2021,Hybrid Model Control of WalkON Suit for Precise and Robust Gait Assistance of Paraplegics,,,
886,IEEE International Conference on Robotics and Automation,2021,A Novel Gait Phase Detection Algorithm for Foot Drop Correction through Optimal Hybrid FES-Orthosis Assistance,,,
887,IEEE International Conference on Robotics and Automation,2021,Rapid Pose Label Generation through Sparse Representation of Unknown Objects,,,
888,IEEE International Conference on Robotics and Automation,2021,Learning to Predict Repeatability of Interest Points,,,
889,IEEE International Conference on Robotics and Automation,2021,DRACO: Weakly Supervised Dense Reconstruction And Canonicalization of Objects,,,
890,IEEE International Conference on Robotics and Automation,2021,FastFlowNet: A Lightweight Network for Fast Optical Flow Estimation,,,
891,IEEE International Conference on Robotics and Automation,2021,Joint Representation of Temporal Image Sequences and Object Motion for Video Object Detection,,,
892,IEEE International Conference on Robotics and Automation,2021,Targetless Multiple Camera-LiDAR Extrinsic Calibration using Object Pose Estimation,,,
893,IEEE International Conference on Robotics and Automation,2021,Toward a Unified Framework for Point Set Registration,,,
894,IEEE International Conference on Robotics and Automation,2021,Robot Motion Control with Compressive Feedback,,,
895,IEEE International Conference on Robotics and Automation,2021,MFPN-6D : Real-time One-stage Pose Estimation of Objects on RGB Images,,,
896,IEEE International Conference on Robotics and Automation,2021,A Novel Tactile Feedback System with On-Line Texture Decoding and Direct-Texture-Feedback,,,
897,IEEE International Conference on Robotics and Automation,2021,PLG-IN: Pluggable Geometric Consistency Loss with Wasserstein Distance in Monocular Depth Estimation,,,
898,IEEE International Conference on Robotics and Automation,2021,Real-Time Mesh Extraction from Implicit Functions via Direct Reconstruction of Decision Boundary,,,
899,IEEE International Conference on Robotics and Automation,2021,Uncertainty-Aware Fast Curb Detection Using Convolutional Networks in Point Clouds,,,
900,IEEE International Conference on Robotics and Automation,2021,OCR-based Inventory Management Algorithms Robust to Damaged Images,,,
901,IEEE International Conference on Robotics and Automation,2021,Learning Domain Adaptation with Model Calibration for Surgical Report Generation in Robotic Surgery,,,
902,IEEE International Conference on Robotics and Automation,2021,Data-driven Holistic Framework for Automated Laparoscope Optimal View Control with Learning-based Depth Perception,,,
903,IEEE International Conference on Robotics and Automation,2021,Deep Reinforcement Learning Framework for Underwater Locomotion of Soft Robot,,,
